customer_id,customer_name,recency,frequency,monetary,churn,R_Score,F_Score,M_Score,RFM_Score,RFM_Score_Code,Customer_Segment,Recency_Group,Frequency_Group,Monetary_Group,Churn_Risk
35873,Misty Dickson,198,7,18223,0,3,5,4,12,354,Loyal Customers,181-365 Days,6-10 Purchases,High,Moderate Risk
35874,Alexis Beard,261,5,12813,0,2,3,3,8,233,At Risk,181-365 Days,3-5 Purchases,Medium,Medium Risk
35875,Thomas Nelson,345,4,5419,0,2,2,1,5,221,Hibernating,181-365 Days,3-5 Purchases,Very Low,High Risk
35876,Daniel Payne,294,3,10817,1,2,2,2,6,222,Hibernating,181-365 Days,3-5 Purchases,Low,Churned
35877,Stephen Griffin,826,4,7308,1,1,2,1,4,121,Hibernating,365+ Days,3-5 Purchases,Very Low,Churned
35878,Maria Mitchell,165,6,19179,0,3,4,4,11,344,Loyal Customers,91-180 Days,6-10 Purchases,High,Moderate Risk
35879,Robert Rosales Jr.,77,3,6376,1,4,2,1,7,421,New Customers,61-90 Days,3-5 Purchases,Very Low,Churned
35880,Mary Johnson,921,1,4777,0,1,1,1,3,111,Hibernating,365+ Days,1 Purchase,Very Low,High Risk
35881,Gabriel Anderson,61,5,10350,0,4,3,2,9,432,Potential Loyalists,61-90 Days,3-5 Purchases,Low,Low Risk
35882,Joseph Mclaughlin,115,2,3457,0,4,1,1,6,411,New Customers,91-180 Days,2 Purchases,Very Low,Low Risk
35883,Bradley Townsend,718,2,8719,0,1,1,2,4,112,Hibernating,365+ Days,2 Purchases,Low,High Risk
35884,Ryan Ward,541,4,7453,0,1,2,1,4,121,Hibernating,365+ Days,3-5 Purchases,Very Low,High Risk
35885,Kristen Young,236,6,15488,1,3,4,4,11,344,Loyal Customers,181-365 Days,6-10 Purchases,High,Churned
35886,Samuel Brown,207,6,17298,0,3,4,4,11,344,Loyal Customers,181-365 Days,6-10 Purchases,High,Moderate Risk
35887,Lauren Russell,60,2,4710,1,4,1,1,6,411,New Customers,31-60 Days,2 Purchases,Very Low,Churned
35888,Joshua Rodriguez,180,3,11727,0,3,2,3,8,323,Need Attention,91-180 Days,3-5 Purchases,Medium,Moderate Risk
35889,Gregory Thomas,58,3,9439,0,5,2,2,9,522,Potential Loyalists,31-60 Days,3-5 Purchases,Low,Low Risk
35890,Brandy Fernandez,52,6,13675,0,5,4,3,12,543,Loyal Customers,31-60 Days,6-10 Purchases,Medium,Low Risk
35891,Lance Watson,196,3,4698,0,3,2,1,6,321,Others,181-365 Days,3-5 Purchases,Very Low,Moderate Risk
35892,Mrs. Cynthia Stout DVM,221,6,15053,0,3,4,4,11,344,Loyal Customers,181-365 Days,6-10 Purchases,High,Moderate Risk
35894,Aaron Wong,136,2,5942,0,4,1,1,6,411,New Customers,91-180 Days,2 Purchases,Very Low,Low Risk
35895,James Flowers,125,6,18023,0,4,4,4,12,444,Champions,91-180 Days,6-10 Purchases,High,Low Risk
35896,Randy Cox,164,4,14037,0,3,2,3,8,323,Need Attention,91-180 Days,3-5 Purchases,Medium,Moderate Risk
35897,Karen Davis,253,3,11858,1,2,2,3,7,223,Need Attention,181-365 Days,3-5 Purchases,Medium,Churned
35898,George Marshall,62,7,21849,0,4,5,5,14,455,Champions,61-90 Days,6-10 Purchases,Very High,Low Risk
35899,Elizabeth Mcgee,9,2,4177,0,5,1,1,7,511,New Customers,0-30 Days,2 Purchases,Very Low,Low Risk
35900,Charles Clark,312,6,17830,0,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High,Medium Risk
35901,Alicia Martin,783,3,9989,1,1,2,2,5,122,Hibernating,365+ Days,3-5 Purchases,Low,Churned
35902,Juan Bond,113,8,17625,0,4,5,4,13,454,Champions,91-180 Days,6-10 Purchases,High,Low Risk
35903,Christopher Thomas,581,2,5508,0,1,1,1,3,111,Hibernating,365+ Days,2 Purchases,Very Low,High Risk
35904,Kathleen West,179,5,9166,1,3,3,2,8,332,Others,91-180 Days,3-5 Purchases,Low,Churned
35905,Lisa Mendez,8,11,30111,0,5,5,5,15,555,Champions,0-30 Days,10+ Purchases,Very High,Low Risk
35906,Michael Smith,158,6,13289,0,3,4,3,10,343,Loyal Customers,91-180 Days,6-10 Purchases,Medium,Moderate Risk
35907,Helen Wolfe,261,6,10631,1,2,4,2,8,242,Others,181-365 Days,6-10 Purchases,Low,Churned
35908,Madison Brown,216,5,11686,0,3,3,3,9,333,Need Attention,181-365 Days,3-5 Purchases,Medium,Moderate Risk
35909,Jordan Olsen,14,4,9566,1,5,2,2,9,522,Potential Loyalists,0-30 Days,3-5 Purchases,Low,Churned
35910,Jorge Mcgee,613,3,9940,0,1,2,2,5,122,Hibernating,365+ Days,3-5 Purchases,Low,High Risk
35911,Jeremiah Watson,77,4,8085,0,4,2,2,8,422,Potential Loyalists,61-90 Days,3-5 Purchases,Low,Low Risk
35912,Shannon Holland,626,2,5494,1,1,1,1,3,111,Hibernating,365+ Days,2 Purchases,Very Low,Churned
35913,Gail Bowen,1135,2,2507,1,1,1,1,3,111,Hibernating,365+ Days,2 Purchases,Very Low,Churned
35914,Jeffrey Heath,283,7,15085,0,2,5,4,11,254,At Risk,181-365 Days,6-10 Purchases,High,Medium Risk
35915,Jesus Bell,541,5,18678,0,1,3,4,8,134,At Risk,365+ Days,3-5 Purchases,High,Medium Risk
35916,Jason Benson,13,5,12858,0,5,3,3,11,533,Potential Loyalists,0-30 Days,3-5 Purchases,Medium,Low Risk
35917,Philip Cook,87,6,18179,0,4,4,4,12,444,Champions,61-90 Days,6-10 Purchases,High,Low Risk
35918,Margaret Pena,99,10,34519,0,4,5,5,14,455,Champions,91-180 Days,6-10 Purchases,Very High,Low Risk
35919,Ashley Martinez,704,1,3213,0,1,1,1,3,111,Hibernating,365+ Days,1 Purchase,Very Low,High Risk
35920,Jacqueline Atkinson,43,3,8959,0,5,2,2,9,522,Potential Loyalists,31-60 Days,3-5 Purchases,Low,Low Risk
35921,Helen Rodriguez MD,1270,1,584,1,1,1,1,3,111,Hibernating,365+ Days,1 Purchase,Very Low,Churned
35922,Karen Morris,13,10,30454,0,5,5,5,15,555,Champions,0-30 Days,6-10 Purchases,Very High,Low Risk
35923,Carla Zamora,335,4,9246,0,2,2,2,6,222,Hibernating,181-365 Days,3-5 Purchases,Low,High Risk
35924,Charles Bush,109,3,8197,1,4,2,2,8,422,Potential Loyalists,91-180 Days,3-5 Purchases,Low,Churned
35925,Matthew Stanley,240,4,8655,0,3,2,2,7,322,Others,181-365 Days,3-5 Purchases,Low,Moderate Risk
35926,Jacob Fisher,346,6,21089,0,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High,Medium Risk
35927,Edward Foster,15,1,3228,0,5,1,1,7,511,New Customers,0-30 Days,1 Purchase,Very Low,Low Risk
35928,Lindsay Hanson,112,6,12100,0,4,4,3,11,443,Loyal Customers,91-180 Days,6-10 Purchases,Medium,Low Risk
35929,Haley White,139,7,19636,1,3,5,5,13,355,Loyal Customers,91-180 Days,6-10 Purchases,Very High,Churned
35930,Jeremy Mays,307,4,15433,0,2,2,4,8,224,Need Attention,181-365 Days,3-5 Purchases,High,High Risk
35931,Jennifer Jenkins,23,3,6746,0,5,2,1,8,521,New Customers,0-30 Days,3-5 Purchases,Very Low,Low Risk
35932,David Perkins,696,4,15959,0,1,2,4,7,124,Need Attention,365+ Days,3-5 Purchases,High,High Risk
35933,Megan Lara,19,7,25042,1,5,5,5,15,555,Champions,0-30 Days,6-10 Purchases,Very High,Churned
35934,Corey Carter,555,5,12233,0,1,3,3,7,133,At Risk,365+ Days,3-5 Purchases,Medium,Medium Risk
35935,Kenneth Brennan,161,3,9134,0,3,2,2,7,322,Others,91-180 Days,3-5 Purchases,Low,Moderate Risk
35936,Rhonda Best,706,3,5143,0,1,2,1,4,121,Hibernating,365+ Days,3-5 Purchases,Very Low,High Risk
35937,Brian Hernandez,602,4,12000,0,1,2,3,6,123,Need Attention,365+ Days,3-5 Purchases,Medium,High Risk
35938,Eric Chavez,402,4,11853,0,2,2,3,7,223,Need Attention,365+ Days,3-5 Purchases,Medium,High Risk
35939,Alicia Stevens,41,5,12671,1,5,3,3,11,533,Potential Loyalists,31-60 Days,3-5 Purchases,Medium,Churned
35940,Collin Wood,400,3,10050,0,2,2,2,6,222,Hibernating,365+ Days,3-5 Purchases,Low,High Risk
35941,Ricky Vaughan,51,4,7882,0,5,2,2,9,522,Potential Loyalists,31-60 Days,3-5 Purchases,Low,Low Risk
35942,Tammy Brock,48,4,13440,1,5,2,3,10,523,Potential Loyalists,31-60 Days,3-5 Purchases,Medium,Churned
35943,Angela Murray,154,9,24783,1,3,5,5,13,355,Loyal Customers,91-180 Days,6-10 Purchases,Very High,Churned
35944,Mr. James Lopez Jr.,5,7,21783,0,5,5,5,15,555,Champions,0-30 Days,6-10 Purchases,Very High,Low Risk
35945,Jared Graham,527,2,8504,0,1,1,2,4,112,Hibernating,365+ Days,2 Purchases,Low,High Risk
35946,Robin Wilson,459,5,22905,0,1,3,5,9,135,At Risk,365+ Days,3-5 Purchases,Very High,Medium Risk
35947,Mr. Joshua Rivera,60,7,19228,0,4,5,4,13,454,Champions,31-60 Days,6-10 Purchases,High,Low Risk
35948,Darryl Rios,1033,1,5052,1,1,1,1,3,111,Hibernating,365+ Days,1 Purchase,Very Low,Churned
35949,Alisha Mayer,773,3,6886,0,1,2,1,4,121,Hibernating,365+ Days,3-5 Purchases,Very Low,High Risk
35950,Dylan Anderson,131,4,7413,0,4,2,1,7,421,New Customers,91-180 Days,3-5 Purchases,Very Low,Low Risk
35951,Hannah Brown,113,5,16059,0,4,3,4,11,434,Potential Loyalists,91-180 Days,3-5 Purchases,High,Low Risk
35952,Dr. Catherine Rivera,7,4,8443,1,5,2,2,9,522,Potential Loyalists,0-30 Days,3-5 Purchases,Low,Churned
35954,Frank Woods,8,6,15448,0,5,4,4,13,544,Champions,0-30 Days,6-10 Purchases,High,Low Risk
35955,Allen Cole,34,8,20339,1,5,5,5,15,555,Champions,31-60 Days,6-10 Purchases,Very High,Churned
35956,Scott Evans PhD,713,3,9049,0,1,2,2,5,122,Hibernating,365+ Days,3-5 Purchases,Low,High Risk
35957,Ann Brown,206,5,10436,1,3,3,2,8,332,Others,181-365 Days,3-5 Purchases,Low,Churned
35958,Janice Carlson,793,6,12760,0,1,4,3,8,143,At Risk,365+ Days,6-10 Purchases,Medium,Medium Risk
35959,Sabrina Gallegos,228,3,6324,0,3,2,1,6,321,Others,181-365 Days,3-5 Purchases,Very Low,Moderate Risk
35960,Robin Waller,313,7,16878,0,2,5,4,11,254,At Risk,181-365 Days,6-10 Purchases,High,Medium Risk
35961,Stephen Jackson,95,4,12506,0,4,2,3,9,423,Potential Loyalists,91-180 Days,3-5 Purchases,Medium,Low Risk
35962,Amy Allen,273,5,11888,1,2,3,3,8,233,At Risk,181-365 Days,3-5 Purchases,Medium,Churned
35963,John Nelson,5,11,33604,0,5,5,5,15,555,Champions,0-30 Days,10+ Purchases,Very High,Low Risk
35964,Michelle Henry,47,5,10614,0,5,3,2,10,532,Potential Loyalists,31-60 Days,3-5 Purchases,Low,Low Risk
35965,Shelby Williams,336,1,1335,0,2,1,1,4,211,Hibernating,181-365 Days,1 Purchase,Very Low,High Risk
35966,Dr. Jesse Parker,344,3,6161,0,2,2,1,5,221,Hibernating,181-365 Days,3-5 Purchases,Very Low,High Risk
35967,Gene Lee,1234,1,4154,0,1,1,1,3,111,Hibernating,365+ Days,1 Purchase,Very Low,High Risk
35968,Joshua Chen,47,6,15100,1,5,4,4,13,544,Champions,31-60 Days,6-10 Purchases,High,Churned
35969,Kelly Perez,198,5,13637,1,3,3,3,9,333,Need Attention,181-365 Days,3-5 Purchases,Medium,Churned
35970,Anthony Phelps,369,4,7563,0,2,2,1,5,221,Hibernating,365+ Days,3-5 Purchases,Very Low,High Risk
35971,Robert Richardson,95,5,8565,0,4,3,2,9,432,Potential Loyalists,91-180 Days,3-5 Purchases,Low,Low Risk
35972,Daniel Ortiz,101,7,21341,0,4,5,5,14,455,Champions,91-180 Days,6-10 Purchases,Very High,Low Risk
35973,Kathryn Edwards,308,4,8873,0,2,2,2,6,222,Hibernating,181-365 Days,3-5 Purchases,Low,High Risk
35974,Melissa Johnson,207,6,14608,0,3,4,3,10,343,Loyal Customers,181-365 Days,6-10 Purchases,Medium,Moderate Risk
35975,Christopher Hernandez,241,7,13132,0,3,5,3,11,353,Loyal Customers,181-365 Days,6-10 Purchases,Medium,Moderate Risk
35976,Bradley Mcdaniel,304,4,12288,0,2,2,3,7,223,Need Attention,181-365 Days,3-5 Purchases,Medium,High Risk
35977,Kelly Thomas,193,6,20004,1,3,4,5,12,345,Loyal Customers,181-365 Days,6-10 Purchases,Very High,Churned
35978,Brandi Hartman,404,3,6487,0,2,2,1,5,221,Hibernating,365+ Days,3-5 Purchases,Very Low,High Risk
35979,Jonathan Higgins,306,3,8470,0,2,2,2,6,222,Hibernating,181-365 Days,3-5 Purchases,Low,High Risk
35981,Janet Adams,239,7,26238,0,3,5,5,13,355,Loyal Customers,181-365 Days,6-10 Purchases,Very High,Moderate Risk
35982,Brandy Newman,191,7,15667,0,3,5,4,12,354,Loyal Customers,181-365 Days,6-10 Purchases,High,Moderate Risk
35983,Wendy Cordova,527,4,5970,0,1,2,1,4,121,Hibernating,365+ Days,3-5 Purchases,Very Low,High Risk
35984,Rebecca Edwards,170,5,12906,0,3,3,3,9,333,Need Attention,91-180 Days,3-5 Purchases,Medium,Moderate Risk
35985,Mike Fletcher,242,5,7974,0,3,3,2,8,332,Others,181-365 Days,3-5 Purchases,Low,Moderate Risk
35986,Timothy Evans,146,8,20721,0,3,5,5,13,355,Loyal Customers,91-180 Days,6-10 Purchases,Very High,Moderate Risk
35987,Mark Welch,1239,1,5133,1,1,1,1,3,111,Hibernating,365+ Days,1 Purchase,Very Low,Churned
35988,Melissa Skinner,288,6,15289,0,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High,Medium Risk
35989,Kenneth Bentley,404,7,15410,1,2,5,4,11,254,At Risk,365+ Days,6-10 Purchases,High,Churned
35990,Catherine Miller,264,6,18196,0,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High,Medium Risk
35991,Dennis Scott,231,2,7119,0,3,1,1,5,311,Others,181-365 Days,2 Purchases,Very Low,Moderate Risk
35992,Luis Boyd,75,11,36539,0,4,5,5,14,455,Champions,61-90 Days,10+ Purchases,Very High,Low Risk
35993,Sarah Cline DVM,409,4,11733,1,2,2,3,7,223,Need Attention,365+ Days,3-5 Purchases,Medium,Churned
35994,Stephanie Coleman,105,6,17645,0,4,4,4,12,444,Champions,91-180 Days,6-10 Purchases,High,Low Risk
35995,Eric Cummings,339,4,8480,0,2,2,2,6,222,Hibernating,181-365 Days,3-5 Purchases,Low,High Risk
35996,Jeffrey Sanchez,29,5,14216,0,5,3,3,11,533,Potential Loyalists,0-30 Days,3-5 Purchases,Medium,Low Risk
35997,Matthew Middleton,471,4,13423,0,1,2,3,6,123,Need Attention,365+ Days,3-5 Purchases,Medium,High Risk
35998,Gregory Smith,857,5,8506,0,1,3,2,6,132,Others,365+ Days,3-5 Purchases,Low,Medium Risk
35999,Edward Taylor,183,2,3442,0,3,1,1,5,311,Others,181-365 Days,2 Purchases,Very Low,Moderate Risk
36000,Joshua Brown,221,2,2991,0,3,1,1,5,311,Others,181-365 Days,2 Purchases,Very Low,Moderate Risk
36001,Kenneth Bray,269,4,14862,0,2,2,4,8,224,Need Attention,181-365 Days,3-5 Purchases,High,High Risk
36002,Wanda Lucero,123,10,31039,0,4,5,5,14,455,Champions,91-180 Days,6-10 Purchases,Very High,Low Risk
36003,Christopher Mcpherson,172,6,16628,0,3,4,4,11,344,Loyal Customers,91-180 Days,6-10 Purchases,High,Moderate Risk
36004,Melissa Patel,76,7,14823,1,4,5,4,13,454,Champions,61-90 Days,6-10 Purchases,High,Churned
36005,Susan Austin,52,3,4809,0,5,2,1,8,521,New Customers,31-60 Days,3-5 Purchases,Very Low,Low Risk
36006,Alexis King,268,5,8227,0,2,3,2,7,232,Others,181-365 Days,3-5 Purchases,Low,Medium Risk
36007,Elijah Wells,161,6,9895,0,3,4,2,9,342,Others,91-180 Days,6-10 Purchases,Low,Moderate Risk
36008,Connie Escobar,112,8,12346,0,4,5,3,12,453,Loyal Customers,91-180 Days,6-10 Purchases,Medium,Low Risk
36009,Matthew Rodriguez,194,4,17206,0,3,2,4,9,324,Need Attention,181-365 Days,3-5 Purchases,High,Moderate Risk
36010,Deborah Hodge,458,4,14491,0,1,2,3,6,123,Need Attention,365+ Days,3-5 Purchases,Medium,High Risk
36011,Jay Clark,201,10,22385,0,3,5,5,13,355,Loyal Customers,181-365 Days,6-10 Purchases,Very High,Moderate Risk
36012,Daniel Weber,86,8,29827,0,4,5,5,14,455,Champions,61-90 Days,6-10 Purchases,Very High,Low Risk
36013,Christopher Miller,659,2,8005,0,1,1,2,4,112,Hibernating,365+ Days,2 Purchases,Low,High Risk
36014,Aaron Austin,35,5,16750,0,5,3,4,12,534,Potential Loyalists,31-60 Days,3-5 Purchases,High,Low Risk
36015,Jeremy Jackson,148,4,7986,0,3,2,2,7,322,Others,91-180 Days,3-5 Purchases,Low,Moderate Risk
36016,Jesse Taylor,461,2,3800,0,1,1,1,3,111,Hibernating,365+ Days,2 Purchases,Very Low,High Risk
36017,Allen Ochoa,189,7,26397,0,3,5,5,13,355,Loyal Customers,181-365 Days,6-10 Purchases,Very High,Moderate Risk
36018,Chad Cooley,78,7,27878,0,4,5,5,14,455,Champions,61-90 Days,6-10 Purchases,Very High,Low Risk
36019,Amanda Brock,14,4,9373,1,5,2,2,9,522,Potential Loyalists,0-30 Days,3-5 Purchases,Low,Churned
36020,Carlos Obrien,256,5,15157,1,2,3,4,9,234,At Risk,181-365 Days,3-5 Purchases,High,Churned
36021,Jennifer Gentry,40,7,20430,1,5,5,5,15,555,Champions,31-60 Days,6-10 Purchases,Very High,Churned
36022,Sandy Jones,323,4,14551,0,2,2,3,7,223,Need Attention,181-365 Days,3-5 Purchases,Medium,High Risk
36023,Matthew Williams,449,6,11256,0,1,4,2,7,142,Others,365+ Days,6-10 Purchases,Low,Medium Risk
36024,Carol Mann,469,3,5381,0,1,2,1,4,121,Hibernating,365+ Days,3-5 Purchases,Very Low,High Risk
36025,Karen Matthews,40,3,9009,0,5,2,2,9,522,Potential Loyalists,31-60 Days,3-5 Purchases,Low,Low Risk
36026,Eric Maldonado,313,5,14074,0,2,3,3,8,233,At Risk,181-365 Days,3-5 Purchases,Medium,Medium Risk
36027,Sherry Johnson,685,1,1240,1,1,1,1,3,111,Hibernating,365+ Days,1 Purchase,Very Low,Churned
36028,Amy Rodriguez,99,7,21382,0,4,5,5,14,455,Champions,91-180 Days,6-10 Purchases,Very High,Low Risk
36029,Jackie Romero,219,3,11718,0,3,2,3,8,323,Need Attention,181-365 Days,3-5 Purchases,Medium,Moderate Risk
36030,Victor Shaw,134,6,13464,0,4,4,3,11,443,Loyal Customers,91-180 Days,6-10 Purchases,Medium,Low Risk
36031,Reginald Crawford,134,7,18620,1,4,5,4,13,454,Champions,91-180 Days,6-10 Purchases,High,Churned
36032,Hannah Hardy,90,8,22147,0,4,5,5,14,455,Champions,61-90 Days,6-10 Purchases,Very High,Low Risk
36033,Joseph Doyle,7,3,10861,0,5,2,2,9,522,Potential Loyalists,0-30 Days,3-5 Purchases,Low,Low Risk
36034,Jamie Duffy,447,3,11854,0,1,2,3,6,123,Need Attention,365+ Days,3-5 Purchases,Medium,High Risk
36035,Elizabeth Wright,627,3,10513,1,1,2,2,5,122,Hibernating,365+ Days,3-5 Purchases,Low,Churned
36036,John Barber,18,3,12289,1,5,2,3,10,523,Potential Loyalists,0-30 Days,3-5 Purchases,Medium,Churned
36037,Jacob Russell,548,2,9318,1,1,1,2,4,112,Hibernating,365+ Days,2 Purchases,Low,Churned
36038,Matthew Mullins,119,2,7105,0,4,1,1,6,411,New Customers,91-180 Days,2 Purchases,Very Low,Low Risk
36039,Jay Butler,299,8,22095,0,2,5,5,12,255,At Risk,181-365 Days,6-10 Purchases,Very High,Medium Risk
36040,Thomas Downs,252,8,23215,0,2,5,5,12,255,At Risk,181-365 Days,6-10 Purchases,Very High,Medium Risk
36041,Mary George,776,1,3732,1,1,1,1,3,111,Hibernating,365+ Days,1 Purchase,Very Low,Churned
36042,Chris Castro,306,6,13291,0,2,4,3,9,243,At Risk,181-365 Days,6-10 Purchases,Medium,Medium Risk
36043,Amber Lewis,216,5,17023,0,3,3,4,10,334,Need Attention,181-365 Days,3-5 Purchases,High,Moderate Risk
36044,Brandon Luna,305,3,10395,0,2,2,2,6,222,Hibernating,181-365 Days,3-5 Purchases,Low,High Risk
36045,Brandon Barber,460,5,10516,1,1,3,2,6,132,Others,365+ Days,3-5 Purchases,Low,Churned
36046,Lisa Stanley,2,9,22938,0,5,5,5,15,555,Champions,0-30 Days,6-10 Purchases,Very High,Low Risk
36047,Garrett Williams,154,7,16499,0,3,5,4,12,354,Loyal Customers,91-180 Days,6-10 Purchases,High,Moderate Risk
36048,Lisa Martin,371,4,10273,0,2,2,2,6,222,Hibernating,365+ Days,3-5 Purchases,Low,High Risk
36049,Dale Vang,27,6,16427,0,5,4,4,13,544,Champions,0-30 Days,6-10 Purchases,High,Low Risk
36050,Michael Reeves,895,4,9117,0,1,2,2,5,122,Hibernating,365+ Days,3-5 Purchases,Low,High Risk
36051,David Jordan,87,6,21434,0,4,4,5,13,445,Champions,61-90 Days,6-10 Purchases,Very High,Low Risk
36052,Kimberly Waters,270,8,14446,0,2,5,3,10,253,At Risk,181-365 Days,6-10 Purchases,Medium,Medium Risk
36053,Juan Martin,652,3,5764,0,1,2,1,4,121,Hibernating,365+ Days,3-5 Purchases,Very Low,High Risk
36054,Timothy Johnson,885,2,4131,0,1,1,1,3,111,Hibernating,365+ Days,2 Purchases,Very Low,High Risk
36055,Christopher Robinson,507,6,10130,0,1,4,2,7,142,Others,365+ Days,6-10 Purchases,Low,Medium Risk
36056,Nicole Hardy DVM,44,1,2396,0,5,1,1,7,511,New Customers,31-60 Days,1 Purchase,Very Low,Low Risk
36057,Joseph Jimenez,136,9,26769,0,4,5,5,14,455,Champions,91-180 Days,6-10 Purchases,Very High,Low Risk
36058,Jerry Jones,262,1,3364,0,2,1,1,4,211,Hibernating,181-365 Days,1 Purchase,Very Low,High Risk
36059,Edward Johnson,121,6,18285,0,4,4,4,12,444,Champions,91-180 Days,6-10 Purchases,High,Low Risk
36060,Joseph Austin,209,3,7157,0,3,2,1,6,321,Others,181-365 Days,3-5 Purchases,Very Low,Moderate Risk
36061,Carrie Jensen,64,10,30931,1,4,5,5,14,455,Champions,61-90 Days,6-10 Purchases,Very High,Churned
36062,Barbara Snyder,38,7,15671,0,5,5,4,14,554,Champions,31-60 Days,6-10 Purchases,High,Low Risk
36063,Eric Stevenson,29,4,10721,1,5,2,2,9,522,Potential Loyalists,0-30 Days,3-5 Purchases,Low,Churned
36064,Linda Phillips,517,2,3803,0,1,1,1,3,111,Hibernating,365+ Days,2 Purchases,Very Low,High Risk
36065,Norma Moore,42,6,13411,1,5,4,3,12,543,Loyal Customers,31-60 Days,6-10 Purchases,Medium,Churned
36066,Clayton Martin,20,9,21000,1,5,5,5,15,555,Champions,0-30 Days,6-10 Purchases,Very High,Churned
36067,Jim Johnson,141,4,8498,0,3,2,2,7,322,Others,91-180 Days,3-5 Purchases,Low,Moderate Risk
36068,Ashley Obrien,109,8,21689,0,4,5,5,14,455,Champions,91-180 Days,6-10 Purchases,Very High,Low Risk
36069,Alice Wright,427,5,10193,0,1,3,2,6,132,Others,365+ Days,3-5 Purchases,Low,Medium Risk
36070,Frederick Pineda,164,4,8999,1,3,2,2,7,322,Others,91-180 Days,3-5 Purchases,Low,Churned
36071,James Howard,404,4,10647,1,2,2,2,6,222,Hibernating,365+ Days,3-5 Purchases,Low,Churned
36072,Michael Anderson,477,3,7374,1,1,2,1,4,121,Hibernating,365+ Days,3-5 Purchases,Very Low,Churned
36073,Jamie Escobar MD,796,6,12496,0,1,4,3,8,143,At Risk,365+ Days,6-10 Purchases,Medium,Medium Risk
36074,Nicholas Frost,291,4,11474,0,2,2,3,7,223,Need Attention,181-365 Days,3-5 Purchases,Medium,High Risk
36075,Jack Torres,1251,1,1893,0,1,1,1,3,111,Hibernating,365+ Days,1 Purchase,Very Low,High Risk
36076,William Giles,46,3,6838,1,5,2,1,8,521,New Customers,31-60 Days,3-5 Purchases,Very Low,Churned
36077,Tina Leonard,729,3,10989,0,1,2,2,5,122,Hibernating,365+ Days,3-5 Purchases,Low,High Risk
36078,Robert Gonzalez,452,2,4475,0,1,1,1,3,111,Hibernating,365+ Days,2 Purchases,Very Low,High Risk
36079,Cynthia Gibson,31,7,22290,0,5,5,5,15,555,Champions,31-60 Days,6-10 Purchases,Very High,Low Risk
36080,Stephanie Frye,187,5,9043,0,3,3,2,8,332,Others,181-365 Days,3-5 Purchases,Low,Moderate Risk
36081,Joshua Hunter,178,7,14099,0,3,5,3,11,353,Loyal Customers,91-180 Days,6-10 Purchases,Medium,Moderate Risk
36082,Sarah Meyer,26,5,11835,1,5,3,3,11,533,Potential Loyalists,0-30 Days,3-5 Purchases,Medium,Churned
36083,Brian Aguilar,724,3,12538,0,1,2,3,6,123,Need Attention,365+ Days,3-5 Purchases,Medium,High Risk
36084,Michael Morgan,414,4,13944,0,2,2,3,7,223,Need Attention,365+ Days,3-5 Purchases,Medium,High Risk
36085,Morgan Good,1135,3,7326,0,1,2,1,4,121,Hibernating,365+ Days,3-5 Purchases,Very Low,High Risk
36086,David Collins,49,4,12682,0,5,2,3,10,523,Potential Loyalists,31-60 Days,3-5 Purchases,Medium,Low Risk
36087,David Jordan,93,5,18088,1,4,3,4,11,434,Potential Loyalists,91-180 Days,3-5 Purchases,High,Churned
36088,William Brock,233,5,16182,0,3,3,4,10,334,Need Attention,181-365 Days,3-5 Purchases,High,Moderate Risk
36089,Donald Mcdowell,267,2,5095,0,2,1,1,4,211,Hibernating,181-365 Days,2 Purchases,Very Low,High Risk
36090,Emily Martinez,346,3,9619,1,2,2,2,6,222,Hibernating,181-365 Days,3-5 Purchases,Low,Churned
36091,Robert Brown,900,1,3979,0,1,1,1,3,111,Hibernating,365+ Days,1 Purchase,Very Low,High Risk
36092,Luis Soto,476,5,19171,0,1,3,4,8,134,At Risk,365+ Days,3-5 Purchases,High,Medium Risk
36093,Nancy Stein,263,3,7886,0,2,2,2,6,222,Hibernating,181-365 Days,3-5 Purchases,Low,High Risk
36094,Karen Goodman,497,5,17855,0,1,3,4,8,134,At Risk,365+ Days,3-5 Purchases,High,Medium Risk
36095,Brian Anderson,252,5,16813,0,2,3,4,9,234,At Risk,181-365 Days,3-5 Purchases,High,Medium Risk
36096,Melissa Gray,216,4,10131,0,3,2,2,7,322,Others,181-365 Days,3-5 Purchases,Low,Moderate Risk
36097,Anthony Taylor,88,6,19305,0,4,4,5,13,445,Champions,61-90 Days,6-10 Purchases,Very High,Low Risk
36098,John Smith,500,4,17478,0,1,2,4,7,124,Need Attention,365+ Days,3-5 Purchases,High,High Risk
36099,Joshua Evans,552,4,5934,0,1,2,1,4,121,Hibernating,365+ Days,3-5 Purchases,Very Low,High Risk
36100,Jonathan Davis,22,8,23840,0,5,5,5,15,555,Champions,0-30 Days,6-10 Purchases,Very High,Low Risk
36101,Anne Thomas,356,8,19332,0,2,5,5,12,255,At Risk,181-365 Days,6-10 Purchases,Very High,Medium Risk
36102,Deanna Johnson,188,6,16501,1,3,4,4,11,344,Loyal Customers,181-365 Days,6-10 Purchases,High,Churned
